# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          U        B        V        R        I        J        H        K
 508     16000  3.00  7.0  3.1    10.754    9.111    7.004    5.637    4.171    2.038    1.285    0.801 
 508     16000  3.00  8.0  3.1    12.262   10.369    7.980    6.406    4.751    2.326    1.468    0.915 
 508     16000  3.00  9.0  3.1    13.765   11.614    8.950    7.165    5.328    2.614    1.650    1.029 
 508     16000  3.00 10.0  3.1    15.264   12.848    9.914    7.913    5.900    2.900    1.832    1.143 
 509     16000  3.50  1.0  3.1     1.562    1.331    1.019    0.830    0.609    0.294    0.184    0.115 
 509     16000  3.50  2.0  3.1     3.114    2.653    2.032    1.653    1.213    0.587    0.368    0.229 
 509     16000  3.50  3.0  3.1     4.657    3.966    3.039    2.468    1.813    0.878    0.552    0.344 
 509     16000  3.50  4.0  3.1     6.192    5.268    4.040    3.274    2.409    1.169    0.735    0.458 
 509     16000  3.50  5.0  3.1     7.719    6.560    5.034    4.071    3.001    1.460    0.919    0.573 
 509     16000  3.50  6.0  3.1     9.239    7.841    6.023    4.859    3.589    1.749    1.102    0.687 
 509     16000  3.50  7.0  3.1    10.752    9.110    7.005    5.638    4.173    2.038    1.285    0.801 
 509     16000  3.50  8.0  3.1    12.260   10.368    7.981    6.407    4.753    2.326    1.467    0.916 
 509     16000  3.50  9.0  3.1    13.763   11.613    8.951    7.166    5.330    2.614    1.650    1.030 
 509     16000  3.50 10.0  3.1    15.261   12.847    9.914    7.914    5.902    2.901    1.832    1.144 
 510     16000  4.00  1.0  3.1     1.563    1.331    1.019    0.830    0.608    0.293    0.185    0.115 
 510     16000  4.00  2.0  3.1     3.115    2.652    2.032    1.653    1.213    0.586    0.369    0.230 
 510     16000  4.00  3.0  3.1     4.659    3.964    3.039    2.468    1.813    0.878    0.552    0.344 
 510     16000  4.00  4.0  3.1     6.194    5.266    4.040    3.274    2.409    1.169    0.736    0.459 
 510     16000  4.00  5.0  3.1     7.722    6.558    5.034    4.071    3.001    1.459    0.919    0.573 
 510     16000  4.00  6.0  3.1     9.242    7.838    6.023    4.860    3.589    1.749    1.102    0.687 
 510     16000  4.00  7.0  3.1    10.756    9.107    7.005    5.639    4.174    2.038    1.285    0.802 
 510     16000  4.00  8.0  3.1    12.264   10.364    7.981    6.407    4.754    2.326    1.468    0.916 
 510     16000  4.00  9.0  3.1    13.767   11.609    8.951    7.166    5.331    2.613    1.650    1.030 
 510     16000  4.00 10.0  3.1    15.265   12.842    9.915    7.915    5.903    2.900    1.832    1.144 
 511     16000  4.50  1.0  3.1     1.564    1.329    1.019    0.830    0.608    0.293    0.184    0.115 
 511     16000  4.50  2.0  3.1     3.118    2.650    2.032    1.653    1.212    0.586    0.368    0.230 
 511     16000  4.50  3.0  3.1     4.662    3.961    3.039    2.468    1.813    0.877    0.552    0.344 
 511     16000  4.50  4.0  3.1     6.199    5.262    4.040    3.274    2.409    1.169    0.735    0.459 
 511     16000  4.50  5.0  3.1     7.727    6.553    5.035    4.071    3.001    1.459    0.918    0.573 
 511     16000  4.50  6.0  3.1     9.248    7.833    6.023    4.860    3.590    1.749    1.102    0.688 
 511     16000  4.50  7.0  3.1    10.763    9.101    7.006    5.639    4.174    2.037    1.284    0.802 
 511     16000  4.50  8.0  3.1    12.272   10.358    7.982    6.408    4.755    2.326    1.467    0.916 
 511     16000  4.50  9.0  3.1    13.776   11.602    8.952    7.166    5.331    2.613    1.650    1.030 
 511     16000  4.50 10.0  3.1    15.274   12.835    9.915    7.915    5.904    2.900    1.832    1.144 
 512     16000  5.00  1.0  3.1     1.566    1.328    1.019    0.830    0.608    0.293    0.185    0.115 
 512     16000  5.00  2.0  3.1     3.121    2.648    2.032    1.653    1.213    0.586    0.369    0.229 
 512     16000  5.00  3.0  3.1     4.667    3.959    3.039    2.468    1.813    0.877    0.553    0.344 
 512     16000  5.00  4.0  3.1     6.205    5.259    4.040    3.274    2.410    1.168    0.736    0.458 
 512     16000  5.00  5.0  3.1     7.735    6.549    5.034    4.072    3.002    1.459    0.919    0.573 
 512     16000  5.00  6.0  3.1     9.257    7.828    6.023    4.860    3.591    1.748    1.103    0.687 
 512     16000  5.00  7.0  3.1    10.773    9.095    7.005    5.639    4.175    2.037    1.286    0.801 
 512     16000  5.00  8.0  3.1    12.283   10.351    7.981    6.408    4.756    2.325    1.468    0.916 
 512     16000  5.00  9.0  3.1    13.787   11.595    8.951    7.167    5.333    2.613    1.651    1.030 
 512     16000  5.00 10.0  3.1    15.287   12.827    9.915    7.915    5.906    2.900    1.833    1.144 
 513     17000  2.50  1.0  3.1     1.567    1.332    1.019    0.830    0.608    0.293    0.184    0.114 
 513     17000  2.50  2.0  3.1     3.124    2.655    2.032    1.653    1.213    0.586    0.368    0.229 
 513     17000  2.50  3.0  3.1     4.672    3.968    3.039    2.467    1.813    0.878    0.552    0.344 
 513     17000  2.50  4.0  3.1     6.211    5.271    4.040    3.273    2.409    1.169    0.735    0.458 
 513     17000  2.50  5.0  3.1     7.742    6.563    5.034    4.071    3.001    1.459    0.919    0.573 
 513     17000  2.50  6.0  3.1     9.267    7.844    6.022    4.859    3.589    1.749    1.102    0.687 
 513     17000  2.50  7.0  3.1    10.784    9.113    7.004    5.638    4.173    2.038    1.285    0.801 
 513     17000  2.50  8.0  3.1    12.296   10.371    7.980    6.407    4.753    2.326    1.467    0.915 
 513     17000  2.50  9.0  3.1    13.803   11.617    8.950    7.166    5.329    2.613    1.650    1.030 
 513     17000  2.50 10.0  3.1    15.304   12.850    9.913    7.914    5.902    2.900    1.832    1.144 
 514     17000  3.00  1.0  3.1     1.565    1.332    1.019    0.830    0.609    0.293    0.184    0.115 
 514     17000  3.00  2.0  3.1     3.120    2.654    2.032    1.653    1.213    0.586    0.368    0.229 
 514     17000  3.00  3.0  3.1     4.665    3.968    3.039    2.468    1.813    0.878    0.552    0.344 
 514     17000  3.00  4.0  3.1     6.202    5.271    4.040    3.274    2.409    1.169    0.736    0.458 
 514     17000  3.00  5.0  3.1     7.732    6.563    5.035    4.072    3.001    1.459    0.919    0.573 
 514     17000  3.00  6.0  3.1     9.254    7.845    6.023    4.860    3.589    1.749    1.102    0.687 
 514     17000  3.00  7.0  3.1    10.770    9.115    7.006    5.639    4.173    2.038    1.285    0.801 
 514     17000  3.00  8.0  3.1    12.280   10.373    7.982    6.408    4.754    2.326    1.468    0.916 
 514     17000  3.00  9.0  3.1    13.785   11.619    8.952    7.168    5.330    2.613    1.650    1.030 
 514     17000  3.00 10.0  3.1    15.285   12.853    9.915    7.917    5.903    2.900    1.832    1.144 
 515     17000  3.50  1.0  3.1     1.564    1.331    1.020    0.831    0.609    0.293    0.184    0.114 
 515     17000  3.50  2.0  3.1     3.119    2.654    2.033    1.654    1.213    0.586    0.368    0.229 
 515     17000  3.50  3.0  3.1     4.664    3.967    3.040    2.469    1.813    0.878    0.552    0.344 
 515     17000  3.50  4.0  3.1     6.201    5.270    4.041    3.275    2.410    1.169    0.736    0.458 
 515     17000  3.50  5.0  3.1     7.730    6.562    5.036    4.073    3.002    1.459    0.919    0.573 
 515     17000  3.50  6.0  3.1     9.252    7.844    6.025    4.862    3.590    1.749    1.102    0.687 
 515     17000  3.50  7.0  3.1    10.767    9.113    7.007    5.641    4.174    2.038    1.285    0.801 
 515     17000  3.50  8.0  3.1    12.277   10.371    7.983    6.410    4.755    2.326    1.468    0.915 
 515     17000  3.50  9.0  3.1    13.781   11.617    8.953    7.169    5.331    2.614    1.650    1.029 
 515     17000  3.50 10.0  3.1    15.280   12.851    9.917    7.918    5.904    2.900    1.832    1.143 
 516     17000  4.00  1.0  3.1     1.564    1.331    1.019    0.831    0.609    0.293    0.185    0.115 
 516     17000  4.00  2.0  3.1     3.119    2.653    2.033    1.654    1.213    0.586    0.369    0.229 
 516     17000  4.00  3.0  3.1     4.665    3.965    3.040    2.469    1.814    0.878    0.552    0.344 
 516     17000  4.00  4.0  3.1     6.202    5.268    4.041    3.275    2.410    1.169    0.736    0.458 
 516     17000  4.00  5.0  3.1     7.732    6.560    5.036    4.073    3.002    1.459    0.919    0.573 
 516     17000  4.00  6.0  3.1     9.254    7.841    6.024    4.862    3.591    1.749    1.102    0.687 
 516     17000  4.00  7.0  3.1    10.770    9.110    7.007    5.641    4.175    2.038    1.285    0.801 
 516     17000  4.00  8.0  3.1    12.279   10.368    7.983    6.410    4.756    2.326    1.468    0.916 
 516     17000  4.00  9.0  3.1    13.784   11.614    8.953    7.169    5.332    2.613    1.651    1.030 
 516     17000  4.00 10.0  3.1    15.283   12.847    9.917    7.918    5.905    2.900    1.833    1.144 
 517     17000  4.50  1.0  3.1     1.566    1.330    1.019    0.830    0.609    0.294    0.185    0.114 
 517     17000  4.50  2.0  3.1     3.122    2.651    2.032    1.653    1.213    0.586    0.369    0.229 
 517     17000  4.50  3.0  3.1     4.669    3.963    3.039    2.468    1.814    0.878    0.552    0.344 
 517     17000  4.50  4.0  3.1     6.207    5.265    4.040    3.275    2.410    1.169    0.736    0.458 
 517     17000  4.50  5.0  3.1     7.738    6.556    5.035    4.073    3.003    1.460    0.919    0.573 
 517     17000  4.50  6.0  3.1     9.261    7.837    6.024    4.861    3.591    1.749    1.102    0.687 
 517     17000  4.50  7.0  3.1    10.777    9.105    7.006    5.640    4.176    2.038    1.285    0.801 
 517     17000  4.50  8.0  3.1    12.287   10.363    7.983    6.410    4.756    2.326    1.468    0.915 
 517     17000  4.50  9.0  3.1    13.792   11.608    8.953    7.169    5.333    2.614    1.651    1.030 
 517     17000  4.50 10.0  3.1    15.292   12.841    9.917    7.918    5.906    2.901    1.833    1.143 
 518     17000  5.00  1.0  3.1     1.568    1.329    1.019    0.831    0.609    0.294    0.185    0.115 
 518     17000  5.00  2.0  3.1     3.125    2.650    2.032    1.654    1.213    0.587    0.369    0.230 
 518     17000  5.00  3.0  3.1     4.673    3.961    3.039    2.469    1.814    0.878    0.553    0.344 
 518     17000  5.00  4.0  3.1     6.213    5.262    4.040    3.276    2.410    1.170    0.736    0.459 
 518     17000  5.00  5.0  3.1     7.744    6.552    5.035    4.074    3.003    1.460    0.920    0.573 
 518     17000  5.00  6.0  3.1     9.268    7.832    6.024    4.862    3.591    1.750    1.103    0.688 
 518     17000  5.00  7.0  3.1    10.786    9.100    7.006    5.641    4.176    2.038    1.286    0.802 
 518     17000  5.00  8.0  3.1    12.297   10.356    7.982    6.411    4.757    2.327    1.468    0.916 
 518     17000  5.00  9.0  3.1    13.803   11.601    8.952    7.170    5.334    2.614    1.651    1.030 
 518     17000  5.00 10.0  3.1    15.304   12.833    9.916    7.919    5.907    2.901    1.833    1.144 
 519     18000  2.50  1.0  3.1     1.569    1.332    1.019    0.830    0.608    0.294    0.184    0.115 
 519     18000  2.50  2.0  3.1     3.129    2.655    2.032    1.653    1.212    0.586    0.368    0.229 
 519     18000  2.50  3.0  3.1     4.679    3.968    3.039    2.468    1.813    0.878    0.552    0.344 
 519     18000  2.50  4.0  3.1     6.221    5.271    4.040    3.274    2.409    1.169    0.735    0.458 
 519     18000  2.50  5.0  3.1     7.755    6.564    5.035    4.072    3.001    1.460    0.919    0.573 
 519     18000  2.50  6.0  3.1     9.282    7.845    6.023    4.860    3.589    1.749    1.102    0.687 
 519     18000  2.50  7.0  3.1    10.801    9.115    7.005    5.639    4.174    2.038    1.285    0.801 
 519     18000  2.50  8.0  3.1    12.315   10.373    7.981    6.409    4.754    2.327    1.467    0.916 
 519     18000  2.50  9.0  3.1    13.824   11.618    8.951    7.168    5.331    2.614    1.650    1.030 
 519     18000  2.50 10.0  3.1    15.327   12.852    9.915    7.917    5.904    2.901    1.832    1.144 
 520     18000  3.00  1.0  3.1     1.566    1.332    1.020    0.831    0.609    0.293    0.184    0.115 
 520     18000  3.00  2.0  3.1     3.123    2.655    2.033    1.654    1.213    0.586    0.368    0.230 
 520     18000  3.00  3.0  3.1     4.671    3.969    3.040    2.469    1.814    0.878    0.552    0.344 
 520     18000  3.00  4.0  3.1     6.210    5.272    4.042    3.276    2.410    1.169    0.735    0.459 
 520     18000  3.00  5.0  3.1     7.742    6.565    5.037    4.074    3.002    1.459    0.919    0.573 
 520     18000  3.00  6.0  3.1     9.266    7.847    6.025    4.862    3.590    1.749    1.102    0.687 
 520     18000  3.00  7.0  3.1    10.784    9.117    7.008    5.642    4.175    2.038    1.285    0.802 
 520     18000  3.00  8.0  3.1    12.295   10.376    7.984    6.411    4.755    2.326    1.467    0.916 
 520     18000  3.00  9.0  3.1    13.802   11.622    8.954    7.171    5.332    2.613    1.650    1.030 
 520     18000  3.00 10.0  3.1    15.303   12.856    9.918    7.920    5.905    2.900    1.832    1.144 
 521     18000  3.50  1.0  3.1     1.566    1.332    1.019    0.830    0.608    0.294    0.184    0.114 
 521     18000  3.50  2.0  3.1     3.123    2.655    2.033    1.654    1.213    0.587    0.368    0.229 
 521     18000  3.50  3.0  3.1     4.670    3.968    3.040    2.469    1.813    0.878    0.552    0.344 
 521     18000  3.50  4.0  3.1     6.209    5.271    4.042    3.276    2.410    1.170    0.735    0.458 
 521     18000  3.50  5.0  3.1     7.739    6.564    5.037    4.074    3.002    1.460    0.919    0.573 
 521     18000  3.50  6.0  3.1     9.263    7.846    6.025    4.863    3.590    1.750    1.102    0.687 
 521     18000  3.50  7.0  3.1    10.780    9.116    7.008    5.642    4.175    2.039    1.285    0.801 
 521     18000  3.50  8.0  3.1    12.291   10.375    7.984    6.412    4.755    2.327    1.467    0.915 
 521     18000  3.50  9.0  3.1    13.797   11.621    8.955    7.171    5.332    2.614    1.650    1.030 
 521     18000  3.50 10.0  3.1    15.297   12.855    9.919    7.921    5.905    2.901    1.832    1.144 
 522     18000  4.00  1.0  3.1     1.567    1.331    1.019    0.831    0.608    0.293    0.184    0.115 
 522     18000  4.00  2.0  3.1     3.124    2.654    2.033    1.654    1.213    0.586    0.368    0.230 
 522     18000  4.00  3.0  3.1     4.672    3.967    3.040    2.470    1.813    0.878    0.552    0.344 
 522     18000  4.00  4.0  3.1     6.211    5.270    4.042    3.277    2.410    1.169    0.735    0.459 
 522     18000  4.00  5.0  3.1     7.742    6.563    5.037    4.075    3.002    1.459    0.919    0.573 
 522     18000  4.00  6.0  3.1     9.266    7.844    6.026    4.864    3.591    1.749    1.102    0.688 
 522     18000  4.00  7.0  3.1    10.783    9.114    7.008    5.643    4.175    2.038    1.285    0.802 
 522     18000  4.00  8.0  3.1    12.294   10.372    7.985    6.413    4.756    2.326    1.467    0.916 
 522     18000  4.00  9.0  3.1    13.800   11.618    8.955    7.172    5.333    2.614    1.650    1.030 
 522     18000  4.00 10.0  3.1    15.300   12.852    9.919    7.922    5.906    2.900    1.832    1.144 
 523     18000  4.50  1.0  3.1     1.568    1.330    1.019    0.831    0.609    0.293    0.184    0.115 
 523     18000  4.50  2.0  3.1     3.126    2.652    2.032    1.654    1.213    0.586    0.368    0.230 
 523     18000  4.50  3.0  3.1     4.674    3.964    3.040    2.469    1.814    0.878    0.552    0.344 
 523     18000  4.50  4.0  3.1     6.214    5.267    4.041    3.276    2.410    1.169    0.735    0.459 
 523     18000  4.50  5.0  3.1     7.746    6.559    5.036    4.074    3.003    1.459    0.919    0.573 
 523     18000  4.50  6.0  3.1     9.270    7.839    6.025    4.863    3.591    1.749    1.102    0.688 
 523     18000  4.50  7.0  3.1    10.788    9.109    7.008    5.642    4.176    2.038    1.285    0.802 
 523     18000  4.50  8.0  3.1    12.300   10.366    7.984    6.412    4.757    2.326    1.467    0.916 
 523     18000  4.50  9.0  3.1    13.806   11.612    8.954    7.172    5.334    2.614    1.650    1.030 
 523     18000  4.50 10.0  3.1    15.307   12.846    9.919    7.921    5.907    2.900    1.832    1.144 
 524     18000  5.00  1.0  3.1     1.569    1.329    1.020    0.831    0.609    0.293    0.185    0.114 
 524     18000  5.00  2.0  3.1     3.128    2.650    2.033    1.654    1.213    0.586    0.369    0.229 
